===== Simulator configuration =====
BLOCKSIZE:             32
L1_SIZE:               16384
L1_ASSOC:              4
L1_PREF_N:             1
L1_PREF_M:             4
L2_SIZE:               65536
L2_ASSOC:              8
L2_PREF_N:             0
L2_PREF_M:             0
trace_file:            gcc_trace.txt
===== L1 contents =====
Set	0:	40033 D	  40056 D	  40055 D	  40054 D	  
Set	179:	2001a  	  20013  	  2000f  	  20028  	  20029 D	  2002a  	  20021 D	  20019 D	  
Set	180:	2001a  	  20013  	  2000f  	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  
Set	181:	20013  	  2000f  	  20028  	  20018 D	  2002a  	  20021 D	  20029  	  20019 D	  
Set	182:	20013  	  20028  	  20029 D	  20018 D	  2002a  	  20021 D	  20019 D	  2001e D	  
Set	183:	2001b  	  20017  	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	184:	20017  	  2001b D	  20028  	  20029 D	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	185:	20017  	  2001b  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  20019 D	  
Set	186:	20017  	  2001b  	  2001a  	  2002a D	  20028  	  20018 D	  20021 D	  20029  	  
Set	187:	20017 D	  2001b  	  2001a D	  20028  	  20029 D	  20018 D	  2002a  	  20021 D	  
Set	188:	20017 D	  2001a  	  20029 D	  20028  	  20018 D	  2002a  	  2001b  	  20021 D	  
Set	189:	2001a D	  20017 D	  20029 D	  20028  	  20018 D	  2002a  	  20021 D	  20019 D	  
Set	190:	2001a  	  20028  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	191:	2001a  	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  20019 D	  
Set	192:	2001a  	  20018 D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	193:	2001a  	  20028  	  20029 D	  2002a  	  20018 D	  20017 D	  20021 D	  20019 D	  
Set	194:	20028  	  20029  	  2002a  	  20017 D	  20021 D	  20018 D	  20019 D	  2001e D	  
Set	195:	2001a  	  2001b D	  20028  	  20029 D	  2002a  	  20017 D	  20021 D	  20018  	  
Set	196:	2001a  	  20028  	  20029 D	  20017 D	  2002a  	  2001b  	  20021 D	  20018  	  
Set	197:	2001a  	  20028  	  20029  	  20017 D	  2002a  	  2001b  	  20021 D	  20018  	  
Set	198:	2001a  	  20028  	  2002a D	  20029 D	  2001b D	  20017 D	  20021 D	  20018  	  
Set	199:	2001a  	  20029 D	  20028  	  2002a  	  20017 D	  2001b  	  20021 D	  20019 D	  
Set	200:	2001a  	  20028  	  2001f  	  20029 D	  3d819  	  20017 D	  2002a  	  2001b  	  
Set	201:	2001a  	  3d819  	  20029 D	  20028  	  2001f  	  2002a  	  20017 D	  2001b  	  
Set	202:	2001a  	  3d819  	  2001f  	  20017 D	  20028  	  20029 D	  2002a  	  2001b  	  
Set	203:	2001a  	  3d819 D	  2001f  	  2002a D	  20028  	  20017 D	  20021 D	  20029  	  
Set	204:	3d819  	  2001f  	  20028  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  
Set	205:	3d819  	  2001f  	  20028  	  20017 D	  2002a  	  20021 D	  20029  	  20019 D	  
Set	206:	2001f  	  20028  	  20029 D	  2002a  	  3d819  	  20017 D	  20021 D	  20019 D	  
Set	207:	20028  	  20029 D	  2002a  	  3d819 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	208:	20028  	  20029 D	  2002a  	  3d819 D	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	209:	20028  	  20029 D	  2002a  	  3d819  	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	210:	20028  	  20029 D	  2002a  	  3d819  	  2001f  	  20017 D	  20021 D	  20019 D	  
Set	211:	20028  	  2002a D	  2001b  	  20029 D	  2001f  	  20017 D	  3d819  	  20021 D	  
Set	212:	20029 D	  20028  	  2001b  	  2001f D	  2002a  	  3d819  	  20017 D	  2001a  	  
Set	213:	20029 D	  20028  	  2001b  	  2001f  	  2002a  	  20017 D	  2001a  	  20021 D	  
Set	214:	20029 D	  20028  	  2001a D	  2001b  	  2001f  	  20017 D	  2002a  	  20021 D	  
Set	215:	20028  	  2001a  	  2001b  	  2001f  	  20017 D	  2002a  	  20021 D	  20029  	  
Set	216:	20028  	  2001a  	  2002a  	  20017 D	  2001f  	  20021 D	  20029  	  20019 D	  
Set	217:	20028  	  2002a D	  2001a  	  2001f  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	218:	20028  	  2001a  	  2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  
Set	219:	20028  	  20018  	  20029 D	  2001f  	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	220:	20028  	  2001b D	  20018  	  2001a  	  2001f D	  2002a  	  20029 D	  20017 D	  
Set	221:	20028  	  2002a D	  20018  	  2001a  	  2001f D	  2001b  	  20029 D	  20017 D	  
Set	222:	20028  	  20018  	  2002a D	  2001f  	  2001a  	  20029 D	  2001b  	  20017 D	  
Set	223:	20018  	  20029 D	  20028  	  2001f  	  2001a  	  2001b  	  20017 D	  2002a  	  
Set	224:	20028  	  20018  	  2001f  	  2001a  	  2001b  	  2002a  	  20017 D	  20021 D	  
Set	225:	20028  	  2001a D	  20018  	  2001f  	  2001b  	  2002a  	  20019 D	  20017 D	  
Set	226:	20028  	  20018  	  2001f  	  2001a  	  20017 D	  2002a  	  20019 D	  20021 D	  
Set	227:	20028  	  20018  	  2001a  	  20017 D	  2002a  	  20019 D	  20021 D	  20029  	  
Set	228:	20028  	  2002a  	  20017 D	  20019 D	  2001a  	  20021 D	  20029  	  2001e D	  
Set	229:	20028  	  20017 D	  2002a  	  20019 D	  2001a  	  20021 D	  20029  	  2001e D	  
Set	230:	20028  	  2002a  	  20017 D	  20021 D	  20029  	  2001f  	  20019 D	  2001e D	  
Set	231:	20028  	  20029 D	  2002a  	  20017 D	  20021 D	  2001f  	  20019 D	  2001e D	  
Set	232:	20028 D	  2002a  	  20017 D	  2001f  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	233:	20028 D	  2001f D	  2002a  	  20019 D	  20017 D	  20021 D	  20029  	  2001e D	  
Set	234:	2002a  	  20019 D	  2001a  	  20017 D	  20021 D	  2001f  	  20029  	  2001e D	  
Set	235:	20017 D	  2002a  	  20019 D	  2001a  	  20021 D	  2001f  	  20029  	  2001e D	  
Set	236:	2002a  	  20019 D	  2001a  	  2001f  	  20017 D	  20021 D	  20029  	  2001e D	  
Set	237:	2001f  	  2002a  	  20017 D	  20019 D	  2001a  	  20021 D	  20029  	  2001e D	  
Set	238:	2001f  	  2002a  	  20017 D	  2001a  	  20021 D	  20029  	  20019 D	  2001e D	  
Set	239:	2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20028 D	  
Set	240:	2001c  	  2001f  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  
Set	241:	2001c  	  2001f  	  2002a  	  20017 D	  20029  	  20021 D	  20019 D	  2001e D	  
Set	242:	2001c  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	243:	2001c  	  2002a  	  20017 D	  20021 D	  20029  	  20019 D	  2001e D	  20027 D	  
Set	244:	20023  	  2001c  	  20029 D	  2002a  	  20018 D	  20017 D	  20021 D	  20019 D	  
Set	245:	20023  	  20029 D	  20018 D	  2002a  	  20017 D	  20021 D	  20019 D	  2001e D	  
Set	246:	20023  	  20018  	  2002a  	  20029 D	  2001f  	  2001c  	  20017 D	  20021 D	  
Set	247:	20023  	  20029 D	  20018  	  2001a  	  2002a  	  2001f  	  20017 D	  2001c  	  
Set	248:	20023  	  20029 D	  20018  	  2001a  	  2002a  	  20019 D	  2001f  	  20017 D	  
Set	249:	20023  	  20029 D	  20018  	  2001a  	  2002a  	  20019 D	  2001f  	  20017 D	  
Set	250:	20023  	  2002a D	  20018  	  20029 D	  2001a  	  20019 D	  2001f  	  20017 D	  
Set	251:	20023  	  20018  	  2001a  	  20029 D	  2002a  	  20019 D	  20017 D	  20021 D	  
Set	252:	20023  	  20018  	  2002a  	  20029 D	  20019 D	  2001a  	  20017 D	  20021 D	  
Set	253:	20023  	  20018 D	  2001a  	  2002a  	  20029 D	  20017 D	  20021 D	  20019 D	  
Set	254:	20023  	  20018 D	  2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
Set	255:	20023  	  20018  	  2001a  	  20029 D	  2002a  	  20017 D	  20021 D	  20019 D	  
===== Simulation results (raw) =====
a. number of L1 reads:                 63640
b. number of L1 read misses:           692
c. number of L1 writes:                36360
d. number of L1 write misses:          785
e. L1 miss rate:                       0.014770
f. number of L1 writebacks:            1782
g. number of L1 prefetches:            7263
h. number of L2 reads that did not originate from L1 prefetches:	1477
i. number of L2 read misses that did not originate from L1 prefetches:	385
j. number of L2 reads that originated from L1 prefetches:		7263
k. number of L2 read misses that originated from L1 prefetches:	3367
l. number of L2 writes:		            1782
m. number of L2 write misses:          15
n. L2 miss rate:                      0.260664
o. number of L2 writebacks:            531
p. number of L2 prefetches:	          0
q. total memory traffic:             4298
